assessment_id,customer_id,loan_id,assessment_date,risk_score,probability_of_default,risk_category,model_version
RISK0000825,CUST0000904,LOAN0000825,2022-06-29,755,0.0193,LOW,synthetic-pd-v1.0
RISK0000826,CUST0001367,LOAN0000826,2024-11-29,685,0.083,LOW,synthetic-pd-v1.0
RISK0000827,CUST0000292,LOAN0000827,2024-02-12,695,0.0676,LOW,synthetic-pd-v1.0
RISK0000828,CUST0001120,LOAN0000828,2025-07-05,660,0.1365,MEDIUM,synthetic-pd-v1.0
RISK0000829,CUST0001653,LOAN0000829,2023-08-30,642,0.1874,MEDIUM,synthetic-pd-v1.0
RISK0000830,CUST0001182,LOAN0000830,2021-10-19,733,0.0306,LOW,synthetic-pd-v1.0
RISK0000831,CUST0001079,LOAN0000831,2025-01-13,711,0.0488,LOW,synthetic-pd-v1.0
RISK0000832,CUST0001010,LOAN0000832,2022-12-17,657,0.1419,MEDIUM,synthetic-pd-v1.0
RISK0000833,CUST0000043,LOAN0000833,2024-03-24,570,0.526,HIGH,synthetic-pd-v1.0
RISK0000834,CUST0000174,LOAN0000834,2022-01-27,601,0.3594,HIGH,synthetic-pd-v1.0
RISK0000835,CUST0000411,LOAN0000835,2024-09-01,676,0.0999,LOW,synthetic-pd-v1.0
RISK0000836,CUST0001813,LOAN0000836,2025-05-08,765,0.0155,LOW,synthetic-pd-v1.0
RISK0000837,CUST0001209,LOAN0000837,2025-08-24,760,0.0172,LOW,synthetic-pd-v1.0
RISK0000838,CUST0001379,LOAN0000838,2021-11-27,743,0.0251,LOW,synthetic-pd-v1.0
RISK0000839,CUST0001640,LOAN0000839,2024-11-11,758,0.0182,LOW,synthetic-pd-v1.0
RISK0000840,CUST0000139,LOAN0000840,2025-08-12,637,0.2066,MEDIUM,synthetic-pd-v1.0
RISK0000841,CUST0001747,LOAN0000841,2025-02-03,542,0.6722,HIGH,synthetic-pd-v1.0
RISK0000842,CUST0001345,LOAN0000842,2025-07-13,685,0.0825,LOW,synthetic-pd-v1.0
RISK0000843,CUST0001698,LOAN0000843,2023-05-16,716,0.0441,LOW,synthetic-pd-v1.0
RISK0000844,CUST0000514,LOAN0000844,2022-07-22,637,0.2051,MEDIUM,synthetic-pd-v1.0
RISK0000845,CUST0000375,LOAN0000845,2024-09-17,656,0.1455,MEDIUM,synthetic-pd-v1.0
RISK0000846,CUST0001545,LOAN0000846,2024-10-15,730,0.0328,LOW,synthetic-pd-v1.0
RISK0000847,CUST0001690,LOAN0000847,2025-08-26,700,0.0615,LOW,synthetic-pd-v1.0
RISK0000848,CUST0000210,LOAN0000848,2025-09-03,418,0.9686,HIGH,synthetic-pd-v1.0
RISK0000849,CUST0001560,LOAN0000849,2023-12-17,752,0.0205,LOW,synthetic-pd-v1.0
RISK0000850,CUST0000934,LOAN0000850,2022-08-09,744,0.0246,LOW,synthetic-pd-v1.0
RISK0000851,CUST0000216,LOAN0000851,2024-12-10,636,0.2101,MEDIUM,synthetic-pd-v1.0
RISK0000852,CUST0001797,LOAN0000852,2024-08-03,766,0.0153,LOW,synthetic-pd-v1.0
RISK0000853,CUST0000649,LOAN0000853,2024-04-28,694,0.0689,LOW,synthetic-pd-v1.0
RISK0000854,CUST0000203,LOAN0000854,2023-02-27,760,0.0172,LOW,synthetic-pd-v1.0
RISK0000855,CUST0001690,LOAN0000855,2024-02-19,668,0.1162,MEDIUM,synthetic-pd-v1.0
RISK0000856,CUST0001687,LOAN0000856,2022-10-13,687,0.0792,LOW,synthetic-pd-v1.0
RISK0000857,CUST0001175,LOAN0000857,2024-01-16,652,0.1571,MEDIUM,synthetic-pd-v1.0
RISK0000858,CUST0001675,LOAN0000858,2024-05-20,645,0.1787,MEDIUM,synthetic-pd-v1.0
RISK0000859,CUST0000097,LOAN0000859,2022-02-27,728,0.0345,LOW,synthetic-pd-v1.0
RISK0000860,CUST0000693,LOAN0000860,2024-08-16,700,0.061,LOW,synthetic-pd-v1.0
RISK0000861,CUST0000058,LOAN0000861,2023-07-22,741,0.0258,LOW,synthetic-pd-v1.0
RISK0000862,CUST0000125,LOAN0000862,2026-01-29,685,0.0838,LOW,synthetic-pd-v1.0
RISK0000863,CUST0001674,LOAN0000863,2026-07-20,668,0.1156,MEDIUM,synthetic-pd-v1.0
RISK0000864,CUST0000254,LOAN0000864,2026-08-23,615,0.2926,HIGH,synthetic-pd-v1.0
RISK0000865,CUST0000114,LOAN0000865,2026-05-17,706,0.0542,MEDIUM,synthetic-pd-v1.0
RISK0000866,CUST0001543,LOAN0000866,2025-06-10,613,0.3058,MEDIUM,synthetic-pd-v1.0
RISK0000867,CUST0000515,LOAN0000867,2026-01-03,755,0.0192,LOW,synthetic-pd-v1.0
RISK0000868,CUST0000064,LOAN0000868,2022-07-09,609,0.3218,MEDIUM,synthetic-pd-v1.0
RISK0000869,CUST0001175,LOAN0000869,2023-01-30,670,0.111,LOW,synthetic-pd-v1.0
RISK0000870,CUST0001917,LOAN0000870,2022-04-28,674,0.1029,LOW,synthetic-pd-v1.0
RISK0000871,CUST0000372,LOAN0000871,2022-03-25,765,0.0158,LOW,synthetic-pd-v1.0
RISK0000872,CUST0000724,LOAN0000872,2024-08-13,742,0.0256,LOW,synthetic-pd-v1.0
RISK0000873,CUST0000566,LOAN0000873,2024-09-28,571,0.5245,HIGH,synthetic-pd-v1.0
RISK0000874,CUST0000323,LOAN0000874,2024-11-29,595,0.3916,HIGH,synthetic-pd-v1.0
RISK0000875,CUST0001981,LOAN0000875,2026-05-11,592,0.4059,HIGH,synthetic-pd-v1.0
RISK0000876,CUST0001097,LOAN0000876,2025-11-14,646,0.1764,MEDIUM,synthetic-pd-v1.0
RISK0000877,CUST0000645,LOAN0000877,2026-03-10,811,0.0057,LOW,synthetic-pd-v1.0
RISK0000878,CUST0001897,LOAN0000878,2024-10-28,683,0.0871,LOW,synthetic-pd-v1.0
RISK0000879,CUST0001635,LOAN0000879,2025-04-11,650,0.1629,MEDIUM,synthetic-pd-v1.0
RISK0000880,CUST0001382,LOAN0000880,2023-08-14,675,0.1008,LOW,synthetic-pd-v1.0
RISK0000881,CUST0001780,LOAN0000881,2025-10-17,752,0.0206,LOW,synthetic-pd-v1.0
RISK0000882,CUST0000010,LOAN0000882,2026-06-24,484,0.8795,HIGH,synthetic-pd-v1.0
RISK0000883,CUST0001189,LOAN0000883,2024-09-09,744,0.0244,LOW,synthetic-pd-v1.0
RISK0000884,CUST0001823,LOAN0000884,2021-09-12,575,0.5024,HIGH,synthetic-pd-v1.0
RISK0000885,CUST0001583,LOAN0000885,2025-02-28,646,0.1751,MEDIUM,synthetic-pd-v1.0
RISK0000886,CUST0000808,LOAN0000886,2022-01-18,752,0.0206,LOW,synthetic-pd-v1.0
RISK0000887,CUST0000177,LOAN0000887,2021-12-06,820,0.0048,LOW,synthetic-pd-v1.0
RISK0000888,CUST0000669,LOAN0000888,2023-10-17,579,0.4796,HIGH,synthetic-pd-v1.0
RISK0000889,CUST0001397,LOAN0000889,2023-05-15,733,0.0309,LOW,synthetic-pd-v1.0
RISK0000890,CUST0001356,LOAN0000890,2024-10-17,716,0.044,LOW,synthetic-pd-v1.0
RISK0000891,CUST0001535,LOAN0000891,2023-02-06,716,0.0445,LOW,synthetic-pd-v1.0
RISK0000892,CUST0000592,LOAN0000892,2025-04-28,624,0.2539,MEDIUM,synthetic-pd-v1.0
RISK0000893,CUST0000309,LOAN0000893,2024-03-13,728,0.0339,LOW,synthetic-pd-v1.0
RISK0000894,CUST0001899,LOAN0000894,2023-12-26,697,0.0648,LOW,synthetic-pd-v1.0
RISK0000895,CUST0001690,LOAN0000895,2022-12-02,709,0.0511,LOW,synthetic-pd-v1.0
RISK0000896,CUST0001870,LOAN0000896,2022-09-01,624,0.2554,MEDIUM,synthetic-pd-v1.0
RISK0000897,CUST0001804,LOAN0000897,2025-12-24,566,0.5503,HIGH,synthetic-pd-v1.0
RISK0000898,CUST0001017,LOAN0000898,2026-07-18,739,0.0273,LOW,synthetic-pd-v1.0
RISK0000899,CUST0001440,LOAN0000899,2022-01-30,779,0.0116,LOW,synthetic-pd-v1.0
RISK0000900,CUST0001384,LOAN0000900,2025-04-22,631,0.2292,MEDIUM,synthetic-pd-v1.0
RISK0000901,CUST0001641,LOAN0000901,2025-01-10,673,0.1064,MEDIUM,synthetic-pd-v1.0
RISK0000902,CUST0001690,LOAN0000902,2022-12-05,724,0.0372,LOW,synthetic-pd-v1.0
RISK0000903,CUST0000956,LOAN0000903,2023-04-03,617,0.2856,HIGH,synthetic-pd-v1.0
RISK0000904,CUST0000695,LOAN0000904,2021-11-10,702,0.0587,LOW,synthetic-pd-v1.0
RISK0000905,CUST0001824,LOAN0000905,2025-05-20,644,0.1814,MEDIUM,synthetic-pd-v1.0
RISK0000906,CUST0000195,LOAN0000906,2024-05-29,595,0.3923,HIGH,synthetic-pd-v1.0
RISK0000907,CUST0000815,LOAN0000907,2022-12-22,664,0.1244,MEDIUM,synthetic-pd-v1.0
RISK0000908,CUST0000130,LOAN0000908,2021-09-04,668,0.1153,MEDIUM,synthetic-pd-v1.0
RISK0000909,CUST0001131,LOAN0000909,2024-02-23,673,0.1058,LOW,synthetic-pd-v1.0
RISK0000910,CUST0001975,LOAN0000910,2026-09-05,687,0.0798,LOW,synthetic-pd-v1.0
RISK0000911,CUST0001601,LOAN0000911,2024-03-11,686,0.0822,LOW,synthetic-pd-v1.0
RISK0000912,CUST0001844,LOAN0000912,2022-06-15,665,0.1223,MEDIUM,synthetic-pd-v1.0
RISK0000913,CUST0001465,LOAN0000913,2022-03-03,609,0.3204,HIGH,synthetic-pd-v1.0
RISK0000914,CUST0000740,LOAN0000914,2024-08-29,657,0.1428,MEDIUM,synthetic-pd-v1.0
RISK0000915,CUST0000789,LOAN0000915,2025-12-14,676,0.0995,LOW,synthetic-pd-v1.0
RISK0000916,CUST0000176,LOAN0000916,2023-06-05,686,0.0813,LOW,synthetic-pd-v1.0
RISK0000917,CUST0000428,LOAN0000917,2021-10-28,664,0.125,LOW,synthetic-pd-v1.0
RISK0000918,CUST0001267,LOAN0000918,2024-01-17,764,0.0159,LOW,synthetic-pd-v1.0
RISK0000919,CUST0000935,LOAN0000919,2023-12-12,660,0.1359,MEDIUM,synthetic-pd-v1.0
RISK0000920,CUST0000930,LOAN0000920,2025-04-11,772,0.0134,LOW,synthetic-pd-v1.0
RISK0000921,CUST0001691,LOAN0000921,2026-03-09,642,0.1872,MEDIUM,synthetic-pd-v1.0
RISK0000922,CUST0000524,LOAN0000922,2024-11-24,664,0.1245,MEDIUM,synthetic-pd-v1.0
RISK0000923,CUST0001262,LOAN0000923,2023-06-12,717,0.043,LOW,synthetic-pd-v1.0
RISK0000924,CUST0001034,LOAN0000924,2025-08-28,707,0.0526,LOW,synthetic-pd-v1.0
RISK0000925,CUST0000891,LOAN0000925,2026-03-11,723,0.0377,LOW,synthetic-pd-v1.0
RISK0000926,CUST0000037,LOAN0000926,2025-10-11,776,0.0123,LOW,synthetic-pd-v1.0
RISK0000927,CUST0001396,LOAN0000927,2023-12-28,694,0.0692,LOW,synthetic-pd-v1.0
RISK0000928,CUST0000026,LOAN0000928,2023-07-12,772,0.0134,LOW,synthetic-pd-v1.0
RISK0000929,CUST0001670,LOAN0000929,2025-12-02,661,0.1325,MEDIUM,synthetic-pd-v1.0
RISK0000930,CUST0001845,LOAN0000930,2023-05-10,619,0.2779,MEDIUM,synthetic-pd-v1.0
RISK0000931,CUST0001670,LOAN0000931,2024-04-24,631,0.2286,MEDIUM,synthetic-pd-v1.0
RISK0000932,CUST0001349,LOAN0000932,2022-06-13,720,0.0408,LOW,synthetic-pd-v1.0
RISK0000933,CUST0001255,LOAN0000933,2022-03-31,698,0.0639,LOW,synthetic-pd-v1.0
RISK0000934,CUST0001193,LOAN0000934,2025-02-23,746,0.0234,LOW,synthetic-pd-v1.0
RISK0000935,CUST0001011,LOAN0000935,2026-05-08,639,0.197,MEDIUM,synthetic-pd-v1.0
RISK0000936,CUST0000312,LOAN0000936,2023-03-13,661,0.1328,MEDIUM,synthetic-pd-v1.0
RISK0000937,CUST0000227,LOAN0000937,2024-02-17,691,0.0732,LOW,synthetic-pd-v1.0
RISK0000938,CUST0000621,LOAN0000938,2025-09-26,668,0.1154,LOW,synthetic-pd-v1.0
RISK0000939,CUST0000478,LOAN0000939,2025-05-12,634,0.2149,MEDIUM,synthetic-pd-v1.0
RISK0000940,CUST0001196,LOAN0000940,2025-07-30,585,0.444,HIGH,synthetic-pd-v1.0
RISK0000941,CUST0001838,LOAN0000941,2024-04-01,555,0.609,HIGH,synthetic-pd-v1.0
RISK0000942,CUST0001390,LOAN0000942,2021-09-20,731,0.0322,LOW,synthetic-pd-v1.0
RISK0000943,CUST0001081,LOAN0000943,2024-06-04,517,0.7785,HIGH,synthetic-pd-v1.0
RISK0000944,CUST0000225,LOAN0000944,2022-06-10,693,0.0708,LOW,synthetic-pd-v1.0
RISK0000945,CUST0001464,LOAN0000945,2022-01-21,720,0.0407,LOW,synthetic-pd-v1.0
RISK0000946,CUST0001388,LOAN0000946,2022-04-03,652,0.1558,MEDIUM,synthetic-pd-v1.0
RISK0000947,CUST0000757,LOAN0000947,2025-10-27,672,0.1082,MEDIUM,synthetic-pd-v1.0
RISK0000948,CUST0000651,LOAN0000948,2022-11-12,667,0.1182,LOW,synthetic-pd-v1.0
RISK0000949,CUST0001930,LOAN0000949,2025-10-08,802,0.0071,LOW,synthetic-pd-v1.0
RISK0000950,CUST0000602,LOAN0000950,2026-06-23,744,0.0246,LOW,synthetic-pd-v1.0
RISK0000951,CUST0000355,LOAN0000951,2026-07-09,716,0.0437,LOW,synthetic-pd-v1.0
RISK0000952,CUST0000495,LOAN0000952,2024-02-02,717,0.0436,LOW,synthetic-pd-v1.0
RISK0000953,CUST0000223,LOAN0000953,2025-10-16,737,0.0286,LOW,synthetic-pd-v1.0
RISK0000954,CUST0001129,LOAN0000954,2022-07-08,694,0.0692,MEDIUM,synthetic-pd-v1.0
RISK0000955,CUST0001213,LOAN0000955,2024-11-08,699,0.0621,LOW,synthetic-pd-v1.0
RISK0000956,CUST0000357,LOAN0000956,2024-09-16,581,0.4652,HIGH,synthetic-pd-v1.0
RISK0000957,CUST0001757,LOAN0000957,2024-04-08,727,0.0348,LOW,synthetic-pd-v1.0
RISK0000958,CUST0000467,LOAN0000958,2026-06-17,698,0.0643,LOW,synthetic-pd-v1.0
RISK0000959,CUST0001220,LOAN0000959,2024-12-09,693,0.0709,LOW,synthetic-pd-v1.0
RISK0000960,CUST0000131,LOAN0000960,2022-12-15,649,0.1645,MEDIUM,synthetic-pd-v1.0
RISK0000961,CUST0000905,LOAN0000961,2025-09-10,628,0.2411,MEDIUM,synthetic-pd-v1.0
RISK0000962,CUST0001978,LOAN0000962,2025-08-25,566,0.5504,HIGH,synthetic-pd-v1.0
RISK0000963,CUST0000661,LOAN0000963,2023-06-09,704,0.0564,LOW,synthetic-pd-v1.0
RISK0000964,CUST0000884,LOAN0000964,2024-03-08,576,0.4966,HIGH,synthetic-pd-v1.0
RISK0000965,CUST0001104,LOAN0000965,2023-07-23,704,0.0565,LOW,synthetic-pd-v1.0
RISK0000966,CUST0000509,LOAN0000966,2026-05-22,693,0.0711,LOW,synthetic-pd-v1.0
RISK0000967,CUST0001720,LOAN0000967,2026-01-06,655,0.1474,MEDIUM,synthetic-pd-v1.0
RISK0000968,CUST0000752,LOAN0000968,2023-06-07,771,0.0137,LOW,synthetic-pd-v1.0
RISK0000969,CUST0001679,LOAN0000969,2023-09-28,712,0.0479,LOW,synthetic-pd-v1.0
RISK0000970,CUST0000484,LOAN0000970,2024-10-30,452,0.9366,HIGH,synthetic-pd-v1.0
RISK0000971,CUST0001859,LOAN0000971,2022-08-27,730,0.0328,LOW,synthetic-pd-v1.0
RISK0000972,CUST0000157,LOAN0000972,2025-07-05,715,0.045,LOW,synthetic-pd-v1.0
RISK0000973,CUST0000613,LOAN0000973,2025-11-25,744,0.0247,LOW,synthetic-pd-v1.0
RISK0000974,CUST0001242,LOAN0000974,2025-11-22,759,0.0177,LOW,synthetic-pd-v1.0
RISK0000975,CUST0001254,LOAN0000975,2024-09-28,703,0.0572,LOW,synthetic-pd-v1.0
RISK0000976,CUST0001864,LOAN0000976,2021-11-25,662,0.1292,MEDIUM,synthetic-pd-v1.0
RISK0000977,CUST0000019,LOAN0000977,2023-02-22,652,0.1566,MEDIUM,synthetic-pd-v1.0
RISK0000978,CUST0001864,LOAN0000978,2022-04-26,631,0.2286,MEDIUM,synthetic-pd-v1.0
RISK0000979,CUST0000179,LOAN0000979,2022-04-02,683,0.0863,LOW,synthetic-pd-v1.0
RISK0000980,CUST0000019,LOAN0000980,2026-06-12,649,0.166,MEDIUM,synthetic-pd-v1.0
RISK0000981,CUST0000925,LOAN0000981,2023-03-04,685,0.0827,LOW,synthetic-pd-v1.0
RISK0000982,CUST0001817,LOAN0000982,2021-09-30,666,0.1208,MEDIUM,synthetic-pd-v1.0
RISK0000983,CUST0000403,LOAN0000983,2024-10-02,782,0.0109,LOW,synthetic-pd-v1.0
RISK0000984,CUST0000313,LOAN0000984,2023-08-20,634,0.2178,MEDIUM,synthetic-pd-v1.0
RISK0000985,CUST0001532,LOAN0000985,2024-11-01,703,0.0579,LOW,synthetic-pd-v1.0
RISK0000986,CUST0000192,LOAN0000986,2022-01-28,683,0.087,LOW,synthetic-pd-v1.0
RISK0000987,CUST0000318,LOAN0000987,2024-06-16,696,0.0669,LOW,synthetic-pd-v1.0
RISK0000988,CUST0000060,LOAN0000988,2025-05-19,691,0.0736,MEDIUM,synthetic-pd-v1.0
RISK0000989,CUST0000173,LOAN0000989,2024-10-15,668,0.1153,MEDIUM,synthetic-pd-v1.0
RISK0000990,CUST0001359,LOAN0000990,2022-06-11,787,0.0097,LOW,synthetic-pd-v1.0
RISK0000991,CUST0001560,LOAN0000991,2025-05-13,706,0.0537,LOW,synthetic-pd-v1.0
RISK0000992,CUST0000379,LOAN0000992,2025-02-12,716,0.0441,LOW,synthetic-pd-v1.0
RISK0000993,CUST0001956,LOAN0000993,2026-04-25,617,0.287,MEDIUM,synthetic-pd-v1.0
RISK0000994,CUST0001810,LOAN0000994,2026-03-08,733,0.0309,LOW,synthetic-pd-v1.0
RISK0000995,CUST0000172,LOAN0000995,2023-06-26,545,0.6575,HIGH,synthetic-pd-v1.0
RISK0000996,CUST0001406,LOAN0000996,2024-10-28,732,0.0317,LOW,synthetic-pd-v1.0
RISK0000997,CUST0001742,LOAN0000997,2024-01-05,640,0.1942,MEDIUM,synthetic-pd-v1.0
RISK0000998,CUST0000917,LOAN0000998,2023-11-08,746,0.0233,LOW,synthetic-pd-v1.0
RISK0000999,CUST0000199,LOAN0000999,2024-04-25,675,0.101,MEDIUM,synthetic-pd-v1.0
RISK0001000,CUST0000172,LOAN0001000,2024-10-04,600,0.368,HIGH,synthetic-pd-v1.0
RISK0001001,CUST0001523,LOAN0001001,2025-04-19,616,0.2889,HIGH,synthetic-pd-v1.0
RISK0001002,CUST0000872,LOAN0001002,2022-12-16,688,0.0786,LOW,synthetic-pd-v1.0
RISK0001003,CUST0001176,LOAN0001003,2022-12-05,528,0.7372,HIGH,synthetic-pd-v1.0
RISK0001004,CUST0000334,LOAN0001004,2024-01-26,746,0.0233,LOW,synthetic-pd-v1.0
RISK0001005,CUST0001447,LOAN0001005,2026-06-22,634,0.2178,MEDIUM,synthetic-pd-v1.0
RISK0001006,CUST0001516,LOAN0001006,2024-04-11,723,0.0383,LOW,synthetic-pd-v1.0
RISK0001007,CUST0000204,LOAN0001007,2022-04-19,724,0.0375,LOW,synthetic-pd-v1.0
RISK0001008,CUST0000596,LOAN0001008,2024-01-07,759,0.0177,LOW,synthetic-pd-v1.0
RISK0001009,CUST0000836,LOAN0001009,2023-04-29,708,0.0523,LOW,synthetic-pd-v1.0
RISK0001010,CUST0000740,LOAN0001010,2024-06-23,689,0.0768,LOW,synthetic-pd-v1.0
RISK0001011,CUST0000856,LOAN0001011,2022-11-29,588,0.427,HIGH,synthetic-pd-v1.0
RISK0001012,CUST0000088,LOAN0001012,2021-10-11,701,0.06,LOW,synthetic-pd-v1.0
RISK0001013,CUST0001164,LOAN0001013,2021-10-28,661,0.1335,MEDIUM,synthetic-pd-v1.0
RISK0001014,CUST0000540,LOAN0001014,2025-02-15,693,0.0705,LOW,synthetic-pd-v1.0
RISK0001015,CUST0001727,LOAN0001015,2023-01-27,727,0.0351,LOW,synthetic-pd-v1.0
RISK0001016,CUST0000980,LOAN0001016,2024-02-08,566,0.5508,HIGH,synthetic-pd-v1.0
RISK0001017,CUST0000814,LOAN0001017,2026-08-13,596,0.3879,HIGH,synthetic-pd-v1.0
RISK0001018,CUST0000344,LOAN0001018,2024-11-13,626,0.2487,MEDIUM,synthetic-pd-v1.0
RISK0001019,CUST0000057,LOAN0001019,2024-04-14,752,0.0207,LOW,synthetic-pd-v1.0
RISK0001020,CUST0000984,LOAN0001020,2025-10-14,709,0.0506,LOW,synthetic-pd-v1.0
RISK0001021,CUST0001012,LOAN0001021,2021-12-18,711,0.0491,LOW,synthetic-pd-v1.0
RISK0001022,CUST0000504,LOAN0001022,2022-05-20,698,0.064,LOW,synthetic-pd-v1.0
RISK0001023,CUST0000128,LOAN0001023,2026-07-03,710,0.0502,LOW,synthetic-pd-v1.0
RISK0001024,CUST0000610,LOAN0001024,2022-03-10,649,0.1648,MEDIUM,synthetic-pd-v1.0
RISK0001025,CUST0001349,LOAN0001025,2026-05-24,750,0.0217,LOW,synthetic-pd-v1.0
RISK0001026,CUST0001502,LOAN0001026,2025-03-12,795,0.0082,LOW,synthetic-pd-v1.0
RISK0001027,CUST0000991,LOAN0001027,2024-05-20,715,0.0447,LOW,synthetic-pd-v1.0
RISK0001028,CUST0001772,LOAN0001028,2026-03-09,715,0.045,LOW,synthetic-pd-v1.0
RISK0001029,CUST0000850,LOAN0001029,2021-12-03,609,0.322,HIGH,synthetic-pd-v1.0
RISK0001030,CUST0001960,LOAN0001030,2024-07-15,715,0.0453,LOW,synthetic-pd-v1.0
RISK0001031,CUST0001049,LOAN0001031,2026-05-03,701,0.0597,LOW,synthetic-pd-v1.0
RISK0001032,CUST0001094,LOAN0001032,2022-12-19,670,0.1115,MEDIUM,synthetic-pd-v1.0
RISK0001033,CUST0001008,LOAN0001033,2021-09-19,696,0.0672,LOW,synthetic-pd-v1.0
RISK0001034,CUST0001087,LOAN0001034,2023-06-08,669,0.1134,MEDIUM,synthetic-pd-v1.0
RISK0001035,CUST0001087,LOAN0001035,2025-05-05,668,0.1172,MEDIUM,synthetic-pd-v1.0
RISK0001036,CUST0001528,LOAN0001036,2024-02-04,716,0.0441,LOW,synthetic-pd-v1.0
RISK0001037,CUST0001120,LOAN0001037,2024-11-22,668,0.1155,LOW,synthetic-pd-v1.0
RISK0001038,CUST0000252,LOAN0001038,2024-06-23,749,0.0221,LOW,synthetic-pd-v1.0
RISK0001039,CUST0000630,LOAN0001039,2021-11-16,649,0.1665,MEDIUM,synthetic-pd-v1.0
RISK0001040,CUST0001771,LOAN0001040,2025-03-10,722,0.0391,LOW,synthetic-pd-v1.0
RISK0001041,CUST0001455,LOAN0001041,2024-01-24,540,0.6806,HIGH,synthetic-pd-v1.0
RISK0001042,CUST0000080,LOAN0001042,2026-02-22,707,0.0534,LOW,synthetic-pd-v1.0
RISK0001043,CUST0001235,LOAN0001043,2023-07-10,539,0.6886,HIGH,synthetic-pd-v1.0
RISK0001044,CUST0000487,LOAN0001044,2025-09-01,690,0.0756,LOW,synthetic-pd-v1.0
RISK0001045,CUST0000884,LOAN0001045,2026-07-11,590,0.4189,HIGH,synthetic-pd-v1.0
RISK0001046,CUST0001804,LOAN0001046,2021-09-11,534,0.7113,HIGH,synthetic-pd-v1.0
RISK0001047,CUST0001890,LOAN0001047,2023-09-10,754,0.0199,LOW,synthetic-pd-v1.0
RISK0001048,CUST0000697,LOAN0001048,2021-12-31,684,0.0852,LOW,synthetic-pd-v1.0
RISK0001049,CUST0001672,LOAN0001049,2025-09-12,671,0.1098,MEDIUM,synthetic-pd-v1.0
RISK0001050,CUST0001116,LOAN0001050,2023-04-23,707,0.0536,LOW,synthetic-pd-v1.0
RISK0001051,CUST0000672,LOAN0001051,2022-04-06,764,0.0158,LOW,synthetic-pd-v1.0
RISK0001052,CUST0001145,LOAN0001052,2023-01-08,726,0.0354,LOW,synthetic-pd-v1.0
RISK0001053,CUST0000405,LOAN0001053,2025-03-14,819,0.0049,LOW,synthetic-pd-v1.0
RISK0001054,CUST0000136,LOAN0001054,2022-05-31,747,0.0228,LOW,synthetic-pd-v1.0
RISK0001055,CUST0000072,LOAN0001055,2022-01-10,661,0.132,MEDIUM,synthetic-pd-v1.0
RISK0001056,CUST0000334,LOAN0001056,2025-02-20,688,0.0775,LOW,synthetic-pd-v1.0
RISK0001057,CUST0001755,LOAN0001057,2022-07-11,763,0.0162,LOW,synthetic-pd-v1.0
RISK0001058,CUST0001412,LOAN0001058,2022-06-06,734,0.0302,LOW,synthetic-pd-v1.0
RISK0001059,CUST0000741,LOAN0001059,2026-05-17,724,0.0376,LOW,synthetic-pd-v1.0
RISK0001060,CUST0001212,LOAN0001060,2024-05-11,715,0.045,LOW,synthetic-pd-v1.0
RISK0001061,CUST0001081,LOAN0001061,2022-04-21,488,0.8699,HIGH,synthetic-pd-v1.0
RISK0001062,CUST0001082,LOAN0001062,2022-06-01,593,0.4016,HIGH,synthetic-pd-v1.0
RISK0001063,CUST0001908,LOAN0001063,2023-06-17,709,0.0506,LOW,synthetic-pd-v1.0
RISK0001064,CUST0000707,LOAN0001064,2021-10-15,616,0.2888,MEDIUM,synthetic-pd-v1.0
RISK0001065,CUST0000179,LOAN0001065,2025-03-11,694,0.0694,LOW,synthetic-pd-v1.0
RISK0001066,CUST0000326,LOAN0001066,2025-04-26,616,0.2915,HIGH,synthetic-pd-v1.0
RISK0001067,CUST0002000,LOAN0001067,2022-10-14,649,0.1653,MEDIUM,synthetic-pd-v1.0
RISK0001068,CUST0001987,LOAN0001068,2024-04-17,681,0.0893,MEDIUM,synthetic-pd-v1.0
RISK0001069,CUST0001718,LOAN0001069,2025-06-01,662,0.1305,MEDIUM,synthetic-pd-v1.0
RISK0001070,CUST0000493,LOAN0001070,2022-06-20,695,0.0686,LOW,synthetic-pd-v1.0
RISK0001071,CUST0001010,LOAN0001071,2022-03-17,641,0.1923,MEDIUM,synthetic-pd-v1.0
RISK0001072,CUST0001625,LOAN0001072,2026-07-05,640,0.1934,MEDIUM,synthetic-pd-v1.0
RISK0001073,CUST0000684,LOAN0001073,2025-02-05,699,0.063,LOW,synthetic-pd-v1.0
RISK0001074,CUST0001204,LOAN0001074,2022-01-06,610,0.3191,HIGH,synthetic-pd-v1.0
RISK0001075,CUST0001360,LOAN0001075,2023-09-27,725,0.0365,LOW,synthetic-pd-v1.0
RISK0001076,CUST0001674,LOAN0001076,2026-06-09,698,0.0636,LOW,synthetic-pd-v1.0
RISK0001077,CUST0000575,LOAN0001077,2026-08-15,695,0.0675,LOW,synthetic-pd-v1.0
RISK0001078,CUST0000158,LOAN0001078,2023-04-17,719,0.0416,LOW,synthetic-pd-v1.0
RISK0001079,CUST0001386,LOAN0001079,2025-09-15,653,0.155,MEDIUM,synthetic-pd-v1.0
RISK0001080,CUST0000037,LOAN0001080,2024-09-25,774,0.0129,LOW,synthetic-pd-v1.0
RISK0001081,CUST0001201,LOAN0001081,2021-11-25,624,0.2548,MEDIUM,synthetic-pd-v1.0
RISK0001082,CUST0001333,LOAN0001082,2026-08-06,717,0.0433,LOW,synthetic-pd-v1.0
RISK0001083,CUST0001738,LOAN0001083,2024-06-21,813,0.0056,LOW,synthetic-pd-v1.0
